"","simid","value","obsdeg","deg","obsespart","espart","obsdist","dist"
"4",24,5,0.037037037037037,0,0.0825396825396825,0.145569620253165,0,0.145569620253165
"4",25,5,0.037037037037037,0,0.0825396825396825,0.212121212121212,0,0.212121212121212
"4",26,5,0.037037037037037,0,0.0825396825396825,0.0960264900662252,0,0.0960264900662252
"4",27,5,0.037037037037037,0.0185185185185185,0.0825396825396825,0.166134185303514,0,0.166134185303514
"4",28,5,0.037037037037037,0.0185185185185185,0.0825396825396825,0.164133738601824,0,0.164133738601824
"4",29,5,0.037037037037037,0,0.0825396825396825,0.193452380952381,0,0.193452380952381
"4",30,5,0.037037037037037,0,0.0825396825396825,0.113333333333333,0,0.113333333333333
"5",1,6,0.111111111111111,0,0.0984126984126984,0.0557377049180328,0,0.0557377049180328
"5",2,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0413793103448276,0,0.0413793103448276
"5",3,6,0.111111111111111,0,0.0984126984126984,0.100977198697068,0,0.100977198697068
"5",4,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0693069306930693,0,0.0693069306930693
"5",5,6,0.111111111111111,0.0555555555555556,0.0984126984126984,0.0612903225806452,0,0.0612903225806452
"5",6,6,0.111111111111111,0.037037037037037,0.0984126984126984,0.0698412698412698,0,0.0698412698412698
"5",7,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0903426791277259,0,0.0903426791277259
"5",8,6,0.111111111111111,0.037037037037037,0.0984126984126984,0.0466666666666667,0,0.0466666666666667
"5",9,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0439189189189189,0,0.0439189189189189
"5",10,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0945121951219512,0,0.0945121951219512
"5",11,6,0.111111111111111,0.037037037037037,0.0984126984126984,0.0524475524475524,0,0.0524475524475524
"5",12,6,0.111111111111111,0,0.0984126984126984,0.08,0,0.08
"5",13,6,0.111111111111111,0,0.0984126984126984,0.117824773413897,0,0.117824773413897
"5",14,6,0.111111111111111,0,0.0984126984126984,0.0550161812297735,0,0.0550161812297735
"5",15,6,0.111111111111111,0,0.0984126984126984,0.0526315789473684,0,0.0526315789473684
"5",16,6,0.111111111111111,0,0.0984126984126984,0.0730897009966777,0,0.0730897009966777
"5",17,6,0.111111111111111,0,0.0984126984126984,0.0577507598784195,0,0.0577507598784195
"5",18,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.1,0,0.1
"5",19,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0771604938271605,0,0.0771604938271605
"5",20,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0272108843537415,0,0.0272108843537415
"5",21,6,0.111111111111111,0.037037037037037,0.0984126984126984,0.0980392156862745,0,0.0980392156862745
"5",22,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0773993808049536,0,0.0773993808049536
"5",23,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0966767371601208,0,0.0966767371601208
"5",24,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0822784810126582,0,0.0822784810126582
"5",25,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0727272727272727,0,0.0727272727272727
"5",26,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0397350993377483,0,0.0397350993377483
"5",27,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0766773162939297,0,0.0766773162939297
"5",28,6,0.111111111111111,0.0185185185185185,0.0984126984126984,0.0911854103343465,0,0.0911854103343465
"5",29,6,0.111111111111111,0,0.0984126984126984,0.119047619047619,0,0.119047619047619
"5",30,6,0.111111111111111,0,0.0984126984126984,0.04,0,0.04
"6",1,7,0.0740740740740741,0,0.0793650793650794,0.00655737704918033,0,0.00655737704918033
"6",2,7,0.0740740740740741,0.037037037037037,0.0793650793650794,0.0206896551724138,0,0.0206896551724138
"6",3,7,0.0740740740740741,0.037037037037037,0.0793650793650794,0.0293159609120521,0,0.0293159609120521
"6",4,7,0.0740740740740741,0.0740740740740741,0.0793650793650794,0.033003300330033,0,0.033003300330033
"6",5,7,0.0740740740740741,0.0555555555555556,0.0793650793650794,0.0387096774193548,0,0.0387096774193548
"6",6,7,0.0740740740740741,0.037037037037037,0.0793650793650794,0.0285714285714286,0,0.0285714285714286
"6",7,7,0.0740740740740741,0.0185185185185185,0.0793650793650794,0.0404984423676012,0,0.0404984423676012
"6",8,7,0.0740740740740741,0,0.0793650793650794,0.00666666666666667,0,0.00666666666666667
"6",9,7,0.0740740740740741,0.0185185185185185,0.0793650793650794,0.027027027027027,0,0.027027027027027
"6",10,7,0.0740740740740741,0.0185185185185185,0.0793650793650794,0.0304878048780488,0,0.0304878048780488
"6",11,7,0.0740740740740741,0.037037037037037,0.0793650793650794,0.020979020979021,0,0.020979020979021
"6",12,7,0.0740740740740741,0.0185185185185185,0.0793650793650794,0.0276923076923077,0,0.0276923076923077
"6",13,7,0.0740740740740741,0.0185185185185185,0.0793650793650794,0.0422960725075529,0,0.0422960725075529
"6",14,7,0.0740740740740741,0,0.0793650793650794,0.0129449838187702,0,0.0129449838187702
"6",15,7,0.0740740740740741,0.037037037037037,0.0793650793650794,0.0263157894736842,0,0.0263157894736842
"6",16,7,0.0740740740740741,0.037037037037037,0.0793650793650794,0.0232558139534884,0,0.0232558139534884
"6",17,7,0.0740740740740741,0.0185185185185185,0.0793650793650794,0.0303951367781155,0,0.0303951367781155
"6",18,7,0.0740740740740741,0.037037037037037,0.0793650793650794,0.0181818181818182,0,0.0181818181818182
"6",19,7,0.0740740740740741,0.037037037037037,0.0793650793650794,0.0493827160493827,0,0.0493827160493827
"6",20,7,0.0740740740740741,0.0555555555555556,0.0793650793650794,0.0170068027210884,0,0.0170068027210884
"6",21,7,0.0740740740740741,0.0185185185185185,0.0793650793650794,0.0261437908496732,0,0.0261437908496732
"6",22,7,0.0740740740740741,0.0555555555555556,0.0793650793650794,0.0495356037151703,0,0.0495356037151703
"6",23,7,0.0740740740740741,0.0185185185185185,0.0793650793650794,0.054380664652568,0,0.054380664652568
"6",24,7,0.0740740740740741,0.0185185185185185,0.0793650793650794,0.0284810126582278,0,0.0284810126582278
"6",25,7,0.0740740740740741,0.0185185185185185,0.0793650793650794,0.0272727272727273,0,0.0272727272727273
"6",26,7,0.0740740740740741,0.037037037037037,0.0793650793650794,0.0132450331125828,0,0.0132450331125828
"6",27,7,0.0740740740740741,0.0555555555555556,0.0793650793650794,0.0223642172523962,0,0.0223642172523962
"6",28,7,0.0740740740740741,0.037037037037037,0.0793650793650794,0.0577507598784195,0,0.0577507598784195
"6",29,7,0.0740740740740741,0.0740740740740741,0.0793650793650794,0.0416666666666667,0,0.0416666666666667
"6",30,7,0.0740740740740741,0.037037037037037,0.0793650793650794,0.0133333333333333,0,0.0133333333333333
"7",1,8,0.0740740740740741,0.0555555555555556,0.0666666666666667,0.00655737704918033,0,0.00655737704918033
"7",2,8,0.0740740740740741,0.0555555555555556,0.0666666666666667,0,0,0
"7",3,8,0.0740740740740741,0.0740740740740741,0.0666666666666667,0.00651465798045603,0,0.00651465798045603
"7",4,8,0.0740740740740741,0.037037037037037,0.0666666666666667,0.0099009900990099,0,0.0099009900990099
"7",5,8,0.0740740740740741,0.0185185185185185,0.0666666666666667,0.0193548387096774,0,0.0193548387096774
"7",6,8,0.0740740740740741,0.0185185185185185,0.0666666666666667,0.0158730158730159,0,0.0158730158730159
"7",7,8,0.0740740740740741,0.037037037037037,0.0666666666666667,0.0155763239875389,0,0.0155763239875389
"7",8,8,0.0740740740740741,0.037037037037037,0.0666666666666667,0,0,0
"7",9,8,0.0740740740740741,0.0925925925925926,0.0666666666666667,0.00337837837837838,0,0.00337837837837838
"7",10,8,0.0740740740740741,0,0.0666666666666667,0.00914634146341463,0,0.00914634146341463
"7",11,8,0.0740740740740741,0.0740740740740741,0.0666666666666667,0.0034965034965035,0,0.0034965034965035
"7",12,8,0.0740740740740741,0.037037037037037,0.0666666666666667,0.0184615384615385,0,0.0184615384615385
"7",13,8,0.0740740740740741,0.037037037037037,0.0666666666666667,0.00906344410876133,0,0.00906344410876133
"7",14,8,0.0740740740740741,0.0555555555555556,0.0666666666666667,0.00323624595469256,0,0.00323624595469256
"7",15,8,0.0740740740740741,0.0740740740740741,0.0666666666666667,0.00328947368421053,0,0.00328947368421053
"7",16,8,0.0740740740740741,0.148148148148148,0.0666666666666667,0.0199335548172757,0,0.0199335548172757
"7",17,8,0.0740740740740741,0.0185185185185185,0.0666666666666667,0.0121580547112462,0,0.0121580547112462
"7",18,8,0.0740740740740741,0.0185185185185185,0.0666666666666667,0.0303030303030303,0,0.0303030303030303
"7",19,8,0.0740740740740741,0,0.0666666666666667,0.00308641975308642,0,0.00308641975308642
"7",20,8,0.0740740740740741,0.0555555555555556,0.0666666666666667,0.00680272108843537,0,0.00680272108843537
"7",21,8,0.0740740740740741,0.0555555555555556,0.0666666666666667,0.0065359477124183,0,0.0065359477124183
"7",22,8,0.0740740740740741,0.037037037037037,0.0666666666666667,0.0185758513931889,0,0.0185758513931889
"7",23,8,0.0740740740740741,0.0740740740740741,0.0666666666666667,0.0181268882175227,0,0.0181268882175227
"7",24,8,0.0740740740740741,0.037037037037037,0.0666666666666667,0.00949367088607595,0,0.00949367088607595
"7",25,8,0.0740740740740741,0.0185185185185185,0.0666666666666667,0.0151515151515152,0,0.0151515151515152
"7",26,8,0.0740740740740741,0.037037037037037,0.0666666666666667,0.00662251655629139,0,0.00662251655629139
"7",27,8,0.0740740740740741,0.0740740740740741,0.0666666666666667,0.0191693290734824,0,0.0191693290734824
"7",28,8,0.0740740740740741,0.0555555555555556,0.0666666666666667,0.00911854103343465,0,0.00911854103343465
"7",29,8,0.0740740740740741,0.037037037037037,0.0666666666666667,0.0267857142857143,0,0.0267857142857143
"7",30,8,0.0740740740740741,0.037037037037037,0.0666666666666667,0,0,0
"8",1,9,0.0555555555555556,0.0740740740740741,0.0476190476190476,0,0,0
"8",2,9,0.0555555555555556,0.0740740740740741,0.0476190476190476,0,0,0
"8",3,9,0.0555555555555556,0.0925925925925926,0.0476190476190476,0.00325732899022801,0,0.00325732899022801
"8",4,9,0.0555555555555556,0.12962962962963,0.0476190476190476,0,0,0
"8",5,9,0.0555555555555556,0.037037037037037,0.0476190476190476,0,0,0
"8",6,9,0.0555555555555556,0,0.0476190476190476,0,0,0
"8",7,9,0.0555555555555556,0.0185185185185185,0.0476190476190476,0.00311526479750779,0,0.00311526479750779
"8",8,9,0.0555555555555556,0.0925925925925926,0.0476190476190476,0,0,0
"8",9,9,0.0555555555555556,0.037037037037037,0.0476190476190476,0,0,0
"8",10,9,0.0555555555555556,0.037037037037037,0.0476190476190476,0,0,0
"8",11,9,0.0555555555555556,0.0925925925925926,0.0476190476190476,0.0034965034965035,0,0.0034965034965035
"8",12,9,0.0555555555555556,0.037037037037037,0.0476190476190476,0,0,0
"8",13,9,0.0555555555555556,0.037037037037037,0.0476190476190476,0.00302114803625378,0,0.00302114803625378
"8",14,9,0.0555555555555556,0.111111111111111,0.0476190476190476,0,0,0
"8",15,9,0.0555555555555556,0.037037037037037,0.0476190476190476,0,0,0
"8",16,9,0.0555555555555556,0.0740740740740741,0.0476190476190476,0,0,0
"8",17,9,0.0555555555555556,0.0555555555555556,0.0476190476190476,0,0,0
"8",18,9,0.0555555555555556,0,0.0476190476190476,0.00606060606060606,0,0.00606060606060606
"8",19,9,0.0555555555555556,0.0925925925925926,0.0476190476190476,0.00617283950617284,0,0.00617283950617284
"8",20,9,0.0555555555555556,0.0925925925925926,0.0476190476190476,0,0,0
"8",21,9,0.0555555555555556,0.0740740740740741,0.0476190476190476,0.00326797385620915,0,0.00326797385620915
"8",22,9,0.0555555555555556,0.0185185185185185,0.0476190476190476,0,0,0
"8",23,9,0.0555555555555556,0.0555555555555556,0.0476190476190476,0.00906344410876133,0,0.00906344410876133
"8",24,9,0.0555555555555556,0.0555555555555556,0.0476190476190476,0.00949367088607595,0,0.00949367088607595
"8",25,9,0.0555555555555556,0.0740740740740741,0.0476190476190476,0.00303030303030303,0,0.00303030303030303
"8",26,9,0.0555555555555556,0.0925925925925926,0.0476190476190476,0.0033112582781457,0,0.0033112582781457
"8",27,9,0.0555555555555556,0.0555555555555556,0.0476190476190476,0.00319488817891374,0,0.00319488817891374
"8",28,9,0.0555555555555556,0.037037037037037,0.0476190476190476,0.00303951367781155,0,0.00303951367781155
"8",29,9,0.0555555555555556,0.0185185185185185,0.0476190476190476,0.00297619047619048,0,0.00297619047619048
"8",30,9,0.0555555555555556,0.111111111111111,0.0476190476190476,0,0,0
"9",1,10,0,0.166666666666667,0.0507936507936508,0,0,0
"9",2,10,0,0.148148148148148,0.0507936507936508,0,0,0
"9",3,10,0,0.0925925925925926,0.0507936507936508,0.00325732899022801,0,0.00325732899022801
"9",4,10,0,0.111111111111111,0.0507936507936508,0,0,0
"9",5,10,0,0.037037037037037,0.0507936507936508,0,0,0
"9",6,10,0,0.148148148148148,0.0507936507936508,0,0,0
"9",7,10,0,0.111111111111111,0.0507936507936508,0,0,0
"9",8,10,0,0.0925925925925926,0.0507936507936508,0,0,0
"9",9,10,0,0.148148148148148,0.0507936507936508,0,0,0
"9",10,10,0,0.166666666666667,0.0507936507936508,0.00609756097560976,0,0.00609756097560976
"9",11,10,0,0.12962962962963,0.0507936507936508,0,0,0
"9",12,10,0,0.111111111111111,0.0507936507936508,0,0,0
"9",13,10,0,0.0925925925925926,0.0507936507936508,0,0,0
"9",14,10,0,0.037037037037037,0.0507936507936508,0,0,0
"9",15,10,0,0.111111111111111,0.0507936507936508,0,0,0
"9",16,10,0,0.0925925925925926,0.0507936507936508,0,0,0
"9",17,10,0,0.0555555555555556,0.0507936507936508,0,0,0
"9",18,10,0,0.12962962962963,0.0507936507936508,0,0,0
"9",19,10,0,0.0740740740740741,0.0507936507936508,0,0,0
"9",20,10,0,0.111111111111111,0.0507936507936508,0,0,0
"9",21,10,0,0.0925925925925926,0.0507936507936508,0,0,0
"9",22,10,0,0.0740740740740741,0.0507936507936508,0,0,0
