"","simid","value","obsdeg","deg","obsespart","espart","obsdist","dist"
"9",23,10,0,0.037037037037037,0.0507936507936508,0.00604229607250755,0,0.00604229607250755
"9",24,10,0,0.0740740740740741,0.0507936507936508,0,0,0
"9",25,10,0,0.0740740740740741,0.0507936507936508,0,0,0
"9",26,10,0,0.111111111111111,0.0507936507936508,0,0,0
"9",27,10,0,0,0.0507936507936508,0,0,0
"9",28,10,0,0.0555555555555556,0.0507936507936508,0,0,0
"9",29,10,0,0.0740740740740741,0.0507936507936508,0.00297619047619048,0,0.00297619047619048
"9",30,10,0,0.0555555555555556,0.0507936507936508,0,0,0
"10",1,11,0.0185185185185185,0.111111111111111,0.0507936507936508,0,0,0
"10",2,11,0.0185185185185185,0.203703703703704,0.0507936507936508,0,0,0
"10",3,11,0.0185185185185185,0.0555555555555556,0.0507936507936508,0,0,0
"10",4,11,0.0185185185185185,0.0185185185185185,0.0507936507936508,0,0,0
"10",5,11,0.0185185185185185,0.148148148148148,0.0507936507936508,0,0,0
"10",6,11,0.0185185185185185,0.0925925925925926,0.0507936507936508,0,0,0
"10",7,11,0.0185185185185185,0.166666666666667,0.0507936507936508,0,0,0
"10",8,11,0.0185185185185185,0.203703703703704,0.0507936507936508,0,0,0
"10",9,11,0.0185185185185185,0.0740740740740741,0.0507936507936508,0,0,0
"10",10,11,0.0185185185185185,0.0740740740740741,0.0507936507936508,0,0,0
"10",11,11,0.0185185185185185,0.0925925925925926,0.0507936507936508,0,0,0
"10",12,11,0.0185185185185185,0.12962962962963,0.0507936507936508,0,0,0
"10",13,11,0.0185185185185185,0.0925925925925926,0.0507936507936508,0,0,0
"10",14,11,0.0185185185185185,0.166666666666667,0.0507936507936508,0,0,0
"10",15,11,0.0185185185185185,0.111111111111111,0.0507936507936508,0,0,0
"10",16,11,0.0185185185185185,0.111111111111111,0.0507936507936508,0,0,0
"10",17,11,0.0185185185185185,0.111111111111111,0.0507936507936508,0,0,0
"10",18,11,0.0185185185185185,0.0740740740740741,0.0507936507936508,0,0,0
"10",19,11,0.0185185185185185,0.111111111111111,0.0507936507936508,0,0,0
"10",20,11,0.0185185185185185,0.148148148148148,0.0507936507936508,0,0,0
"10",21,11,0.0185185185185185,0.0740740740740741,0.0507936507936508,0.00326797385620915,0,0.00326797385620915
"10",22,11,0.0185185185185185,0.0740740740740741,0.0507936507936508,0,0,0
"10",23,11,0.0185185185185185,0.0925925925925926,0.0507936507936508,0,0,0
"10",24,11,0.0185185185185185,0.0925925925925926,0.0507936507936508,0,0,0
"10",25,11,0.0185185185185185,0.111111111111111,0.0507936507936508,0,0,0
"10",26,11,0.0185185185185185,0.148148148148148,0.0507936507936508,0,0,0
"10",27,11,0.0185185185185185,0.185185185185185,0.0507936507936508,0.00319488817891374,0,0.00319488817891374
"10",28,11,0.0185185185185185,0.148148148148148,0.0507936507936508,0,0,0
"10",29,11,0.0185185185185185,0.0925925925925926,0.0507936507936508,0,0,0
"10",30,11,0.0185185185185185,0.166666666666667,0.0507936507936508,0,0,0
"11",1,12,0.0185185185185185,0.185185185185185,0.0380952380952381,0,0,0
"11",2,12,0.0185185185185185,0.0925925925925926,0.0380952380952381,0,0,0
"11",3,12,0.0185185185185185,0.203703703703704,0.0380952380952381,0,0,0
"11",4,12,0.0185185185185185,0.12962962962963,0.0380952380952381,0,0,0
"11",5,12,0.0185185185185185,0.166666666666667,0.0380952380952381,0,0,0
"11",6,12,0.0185185185185185,0.0740740740740741,0.0380952380952381,0,0,0
"11",7,12,0.0185185185185185,0.111111111111111,0.0380952380952381,0,0,0
"11",8,12,0.0185185185185185,0.0925925925925926,0.0380952380952381,0,0,0
"11",9,12,0.0185185185185185,0.12962962962963,0.0380952380952381,0,0,0
"11",10,12,0.0185185185185185,0.148148148148148,0.0380952380952381,0,0,0
"11",11,12,0.0185185185185185,0.185185185185185,0.0380952380952381,0,0,0
"11",12,12,0.0185185185185185,0.148148148148148,0.0380952380952381,0,0,0
"11",13,12,0.0185185185185185,0.111111111111111,0.0380952380952381,0,0,0
"11",14,12,0.0185185185185185,0.0555555555555556,0.0380952380952381,0,0,0
"11",15,12,0.0185185185185185,0.166666666666667,0.0380952380952381,0,0,0
"11",16,12,0.0185185185185185,0.0740740740740741,0.0380952380952381,0,0,0
"11",17,12,0.0185185185185185,0.185185185185185,0.0380952380952381,0,0,0
"11",18,12,0.0185185185185185,0.12962962962963,0.0380952380952381,0,0,0
"11",19,12,0.0185185185185185,0.0740740740740741,0.0380952380952381,0,0,0
"11",20,12,0.0185185185185185,0.148148148148148,0.0380952380952381,0,0,0
"11",21,12,0.0185185185185185,0.0925925925925926,0.0380952380952381,0,0,0
"11",22,12,0.0185185185185185,0.185185185185185,0.0380952380952381,0,0,0
"11",23,12,0.0185185185185185,0.12962962962963,0.0380952380952381,0,0,0
"11",24,12,0.0185185185185185,0.148148148148148,0.0380952380952381,0,0,0
"11",25,12,0.0185185185185185,0.0740740740740741,0.0380952380952381,0,0,0
"11",26,12,0.0185185185185185,0.0740740740740741,0.0380952380952381,0,0,0
"11",27,12,0.0185185185185185,0.0555555555555556,0.0380952380952381,0,0,0
"11",28,12,0.0185185185185185,0.0740740740740741,0.0380952380952381,0.00303951367781155,0,0.00303951367781155
"11",29,12,0.0185185185185185,0.148148148148148,0.0380952380952381,0,0,0
"11",30,12,0.0185185185185185,0.148148148148148,0.0380952380952381,0,0,0
"12",1,13,0.0555555555555556,0.0925925925925926,0.053968253968254,0,0,0
"12",2,13,0.0555555555555556,0.12962962962963,0.053968253968254,0,0,0
"12",3,13,0.0555555555555556,0.0555555555555556,0.053968253968254,0,0,0
"12",4,13,0.0555555555555556,0.0740740740740741,0.053968253968254,0,0,0
"12",5,13,0.0555555555555556,0.12962962962963,0.053968253968254,0,0,0
"12",6,13,0.0555555555555556,0.185185185185185,0.053968253968254,0,0,0
"12",7,13,0.0555555555555556,0.0925925925925926,0.053968253968254,0,0,0
"12",8,13,0.0555555555555556,0.0925925925925926,0.053968253968254,0,0,0
"12",9,13,0.0555555555555556,0.12962962962963,0.053968253968254,0,0,0
"12",10,13,0.0555555555555556,0.12962962962963,0.053968253968254,0,0,0
"12",11,13,0.0555555555555556,0.0555555555555556,0.053968253968254,0,0,0
"12",12,13,0.0555555555555556,0.12962962962963,0.053968253968254,0,0,0
"12",13,13,0.0555555555555556,0.222222222222222,0.053968253968254,0,0,0
"12",14,13,0.0555555555555556,0.185185185185185,0.053968253968254,0,0,0
"12",15,13,0.0555555555555556,0.0740740740740741,0.053968253968254,0,0,0
"12",16,13,0.0555555555555556,0.111111111111111,0.053968253968254,0,0,0
"12",17,13,0.0555555555555556,0.148148148148148,0.053968253968254,0,0,0
"12",18,13,0.0555555555555556,0.166666666666667,0.053968253968254,0,0,0
"12",19,13,0.0555555555555556,0.12962962962963,0.053968253968254,0,0,0
"12",20,13,0.0555555555555556,0.0925925925925926,0.053968253968254,0,0,0
"12",21,13,0.0555555555555556,0.166666666666667,0.053968253968254,0,0,0
"12",22,13,0.0555555555555556,0.111111111111111,0.053968253968254,0,0,0
"12",23,13,0.0555555555555556,0.12962962962963,0.053968253968254,0,0,0
"12",24,13,0.0555555555555556,0.185185185185185,0.053968253968254,0,0,0
"12",25,13,0.0555555555555556,0.148148148148148,0.053968253968254,0,0,0
"12",26,13,0.0555555555555556,0.111111111111111,0.053968253968254,0,0,0
"12",27,13,0.0555555555555556,0.12962962962963,0.053968253968254,0,0,0
"12",28,13,0.0555555555555556,0.0740740740740741,0.053968253968254,0,0,0
"12",29,13,0.0555555555555556,0.0925925925925926,0.053968253968254,0,0,0
"12",30,13,0.0555555555555556,0.12962962962963,0.053968253968254,0,0,0
"13",1,14,0.0185185185185185,0.037037037037037,0.0698412698412698,0,0,0
"13",2,14,0.0185185185185185,0.0555555555555556,0.0698412698412698,0,0,0
"13",3,14,0.0185185185185185,0.0740740740740741,0.0698412698412698,0,0,0
"13",4,14,0.0185185185185185,0.148148148148148,0.0698412698412698,0,0,0
"13",5,14,0.0185185185185185,0.0555555555555556,0.0698412698412698,0,0,0
"13",6,14,0.0185185185185185,0.0740740740740741,0.0698412698412698,0,0,0
"13",7,14,0.0185185185185185,0.0555555555555556,0.0698412698412698,0,0,0
"13",8,14,0.0185185185185185,0.12962962962963,0.0698412698412698,0,0,0
"13",9,14,0.0185185185185185,0.166666666666667,0.0698412698412698,0,0,0
"13",10,14,0.0185185185185185,0.0740740740740741,0.0698412698412698,0,0,0
"13",11,14,0.0185185185185185,0.111111111111111,0.0698412698412698,0,0,0
"13",12,14,0.0185185185185185,0.111111111111111,0.0698412698412698,0,0,0
"13",13,14,0.0185185185185185,0.0925925925925926,0.0698412698412698,0,0,0
"13",14,14,0.0185185185185185,0.203703703703704,0.0698412698412698,0,0,0
"13",15,14,0.0185185185185185,0.037037037037037,0.0698412698412698,0,0,0
"13",16,14,0.0185185185185185,0.0555555555555556,0.0698412698412698,0,0,0
"13",17,14,0.0185185185185185,0.148148148148148,0.0698412698412698,0,0,0
"13",18,14,0.0185185185185185,0.12962962962963,0.0698412698412698,0,0,0
"13",19,14,0.0185185185185185,0.0925925925925926,0.0698412698412698,0,0,0
"13",20,14,0.0185185185185185,0.111111111111111,0.0698412698412698,0,0,0
"13",21,14,0.0185185185185185,0.0925925925925926,0.0698412698412698,0,0,0
"13",22,14,0.0185185185185185,0.0925925925925926,0.0698412698412698,0,0,0
"13",23,14,0.0185185185185185,0.0925925925925926,0.0698412698412698,0,0,0
"13",24,14,0.0185185185185185,0.0555555555555556,0.0698412698412698,0,0,0
"13",25,14,0.0185185185185185,0.111111111111111,0.0698412698412698,0,0,0
"13",26,14,0.0185185185185185,0.148148148148148,0.0698412698412698,0,0,0
"13",27,14,0.0185185185185185,0.111111111111111,0.0698412698412698,0,0,0
"13",28,14,0.0185185185185185,0.0925925925925926,0.0698412698412698,0,0,0
"13",29,14,0.0185185185185185,0.0740740740740741,0.0698412698412698,0,0,0
"13",30,14,0.0185185185185185,0.0740740740740741,0.0698412698412698,0,0,0
"14",1,15,0.0185185185185185,0.12962962962963,0.0761904761904762,0,0,0
"14",2,15,0.0185185185185185,0.111111111111111,0.0761904761904762,0,0,0
"14",3,15,0.0185185185185185,0.111111111111111,0.0761904761904762,0,0,0
"14",4,15,0.0185185185185185,0.111111111111111,0.0761904761904762,0,0,0
"14",5,15,0.0185185185185185,0.0740740740740741,0.0761904761904762,0,0,0
"14",6,15,0.0185185185185185,0.12962962962963,0.0761904761904762,0,0,0
"14",7,15,0.0185185185185185,0.12962962962963,0.0761904761904762,0,0,0
"14",8,15,0.0185185185185185,0.12962962962963,0.0761904761904762,0,0,0
"14",9,15,0.0185185185185185,0.037037037037037,0.0761904761904762,0,0,0
"14",10,15,0.0185185185185185,0.12962962962963,0.0761904761904762,0,0,0
"14",11,15,0.0185185185185185,0.0555555555555556,0.0761904761904762,0,0,0
"14",12,15,0.0185185185185185,0.0555555555555556,0.0761904761904762,0,0,0
"14",13,15,0.0185185185185185,0.0555555555555556,0.0761904761904762,0,0,0
"14",14,15,0.0185185185185185,0.0185185185185185,0.0761904761904762,0,0,0
"14",15,15,0.0185185185185185,0.12962962962963,0.0761904761904762,0,0,0
"14",16,15,0.0185185185185185,0.0925925925925926,0.0761904761904762,0,0,0
"14",17,15,0.0185185185185185,0.0555555555555556,0.0761904761904762,0,0,0
"14",18,15,0.0185185185185185,0.037037037037037,0.0761904761904762,0,0,0
"14",19,15,0.0185185185185185,0.111111111111111,0.0761904761904762,0,0,0
"14",20,15,0.0185185185185185,0.0185185185185185,0.0761904761904762,0,0,0
"14",21,15,0.0185185185185185,0.0555555555555556,0.0761904761904762,0,0,0
"14",22,15,0.0185185185185185,0.111111111111111,0.0761904761904762,0,0,0
"14",23,15,0.0185185185185185,0.0555555555555556,0.0761904761904762,0,0,0
"14",24,15,0.0185185185185185,0.12962962962963,0.0761904761904762,0,0,0
"14",25,15,0.0185185185185185,0.111111111111111,0.0761904761904762,0,0,0
"14",26,15,0.0185185185185185,0.0925925925925926,0.0761904761904762,0,0,0
"14",27,15,0.0185185185185185,0.0925925925925926,0.0761904761904762,0,0,0
"14",28,15,0.0185185185185185,0.0740740740740741,0.0761904761904762,0,0,0
"14",29,15,0.0185185185185185,0.0925925925925926,0.0761904761904762,0,0,0
"14",30,15,0.0185185185185185,0.111111111111111,0.0761904761904762,0,0,0
"15",1,16,0.037037037037037,0.12962962962963,0.0476190476190476,0,0,0
"15",2,16,0.037037037037037,0.0185185185185185,0.0476190476190476,0,0,0
"15",3,16,0.037037037037037,0.0740740740740741,0.0476190476190476,0,0,0
"15",4,16,0.037037037037037,0.0740740740740741,0.0476190476190476,0,0,0
"15",5,16,0.037037037037037,0.0555555555555556,0.0476190476190476,0,0,0
"15",6,16,0.037037037037037,0.0740740740740741,0.0476190476190476,0,0,0
"15",7,16,0.037037037037037,0.037037037037037,0.0476190476190476,0,0,0
"15",8,16,0.037037037037037,0.0740740740740741,0.0476190476190476,0,0,0
"15",9,16,0.037037037037037,0.037037037037037,0.0476190476190476,0,0,0
"15",10,16,0.037037037037037,0.0555555555555556,0.0476190476190476,0,0,0
"15",11,16,0.037037037037037,0.0185185185185185,0.0476190476190476,0,0,0
"15",12,16,0.037037037037037,0.037037037037037,0.0476190476190476,0,0,0
"15",13,16,0.037037037037037,0.0740740740740741,0.0476190476190476,0,0,0
"15",14,16,0.037037037037037,0.0925925925925926,0.0476190476190476,0,0,0
"15",15,16,0.037037037037037,0.0925925925925926,0.0476190476190476,0,0,0
"15",16,16,0.037037037037037,0.0185185185185185,0.0476190476190476,0,0,0
"15",17,16,0.037037037037037,0.0925925925925926,0.0476190476190476,0,0,0
"15",18,16,0.037037037037037,0.0925925925925926,0.0476190476190476,0,0,0
"15",19,16,0.037037037037037,0.0555555555555556,0.0476190476190476,0,0,0
"15",20,16,0.037037037037037,0.0740740740740741,0.0476190476190476,0,0,0
"15",21,16,0.037037037037037,0.0740740740740741,0.0476190476190476,0,0,0
"15",22,16,0.037037037037037,0.0925925925925926,0.0476190476190476,0,0,0
"15",23,16,0.037037037037037,0.0925925925925926,0.0476190476190476,0,0,0
"15",24,16,0.037037037037037,0.037037037037037,0.0476190476190476,0,0,0
"15",25,16,0.037037037037037,0.0925925925925926,0.0476190476190476,0,0,0
"15",26,16,0.037037037037037,0.0740740740740741,0.0476190476190476,0,0,0
"15",27,16,0.037037037037037,0.0555555555555556,0.0476190476190476,0,0,0
"15",28,16,0.037037037037037,0.12962962962963,0.0476190476190476,0,0,0
"15",29,16,0.037037037037037,0.0740740740740741,0.0476190476190476,0,0,0
"15",30,16,0.037037037037037,0.037037037037037,0.0476190476190476,0,0,0
"16",1,17,0.0185185185185185,0,0.0222222222222222,0,0,0
"16",2,17,0.0185185185185185,0.037037037037037,0.0222222222222222,0,0,0
"16",3,17,0.0185185185185185,0.037037037037037,0.0222222222222222,0,0,0
"16",4,17,0.0185185185185185,0.037037037037037,0.0222222222222222,0,0,0
"16",5,17,0.0185185185185185,0.0555555555555556,0.0222222222222222,0,0,0
"16",6,17,0.0185185185185185,0.0740740740740741,0.0222222222222222,0,0,0
"16",7,17,0.0185185185185185,0.0555555555555556,0.0222222222222222,0,0,0
"16",8,17,0.0185185185185185,0,0.0222222222222222,0,0,0
"16",9,17,0.0185185185185185,0.0740740740740741,0.0222222222222222,0,0,0
"16",10,17,0.0185185185185185,0.037037037037037,0.0222222222222222,0,0,0
"16",11,17,0.0185185185185185,0.0555555555555556,0.0222222222222222,0,0,0
"16",12,17,0.0185185185185185,0.0925925925925926,0.0222222222222222,0,0,0
"16",13,17,0.0185185185185185,0.0740740740740741,0.0222222222222222,0,0,0
"16",14,17,0.0185185185185185,0.0185185185185185,0.0222222222222222,0,0,0
"16",15,17,0.0185185185185185,0.0555555555555556,0.0222222222222222,0,0,0
"16",16,17,0.0185185185185185,0.0555555555555556,0.0222222222222222,0,0,0
"16",17,17,0.0185185185185185,0.0185185185185185,0.0222222222222222,0,0,0
"16",18,17,0.0185185185185185,0.0555555555555556,0.0222222222222222,0,0,0
"16",19,17,0.0185185185185185,0.0555555555555556,0.0222222222222222,0,0,0
"16",20,17,0.0185185185185185,0.0185185185185185,0.0222222222222222,0,0,0
"16",21,17,0.0185185185185185,0.0740740740740741,0.0222222222222222,0,0,0
"16",22,17,0.0185185185185185,0.0740740740740741,0.0222222222222222,0,0,0
"16",23,17,0.0185185185185185,0.0740740740740741,0.0222222222222222,0,0,0
"16",24,17,0.0185185185185185,0.037037037037037,0.0222222222222222,0,0,0
"16",25,17,0.0185185185185185,0.037037037037037,0.0222222222222222,0,0,0
"16",26,17,0.0185185185185185,0.037037037037037,0.0222222222222222,0,0,0
"16",27,17,0.0185185185185185,0.0740740740740741,0.0222222222222222,0,0,0
"16",28,17,0.0185185185185185,0.037037037037037,0.0222222222222222,0,0,0
"16",29,17,0.0185185185185185,0.0740740740740741,0.0222222222222222,0,0,0
"16",30,17,0.0185185185185185,0.037037037037037,0.0222222222222222,0,0,0
"17",1,18,0.0185185185185185,0.0185185185185185,0.0158730158730159,0,0,0
"17",2,18,0.0185185185185185,0,0.0158730158730159,0,0,0
"17",3,18,0.0185185185185185,0.037037037037037,0.0158730158730159,0,0,0
"17",4,18,0.0185185185185185,0,0.0158730158730159,0,0,0
"17",5,18,0.0185185185185185,0.0185185185185185,0.0158730158730159,0,0,0
"17",6,18,0.0185185185185185,0.0185185185185185,0.0158730158730159,0,0,0
"17",7,18,0.0185185185185185,0.0925925925925926,0.0158730158730159,0,0,0
"17",8,18,0.0185185185185185,0.0185185185185185,0.0158730158730159,0,0,0
"17",9,18,0.0185185185185185,0.0185185185185185,0.0158730158730159,0,0,0
"17",10,18,0.0185185185185185,0.037037037037037,0.0158730158730159,0,0,0
"17",11,18,0.0185185185185185,0,0.0158730158730159,0,0,0
"17",12,18,0.0185185185185185,0.0555555555555556,0.0158730158730159,0,0,0
"17",13,18,0.0185185185185185,0.0555555555555556,0.0158730158730159,0,0,0
"17",14,18,0.0185185185185185,0,0.0158730158730159,0,0,0
"17",15,18,0.0185185185185185,0.0185185185185185,0.0158730158730159,0,0,0
"17",16,18,0.0185185185185185,0.0740740740740741,0.0158730158730159,0,0,0
"17",17,18,0.0185185185185185,0.0555555555555556,0.0158730158730159,0,0,0
"17",18,18,0.0185185185185185,0.0555555555555556,0.0158730158730159,0,0,0
"17",19,18,0.0185185185185185,0.0925925925925926,0.0158730158730159,0,0,0
"17",20,18,0.0185185185185185,0.0185185185185185,0.0158730158730159,0,0,0
"17",21,18,0.0185185185185185,0.0185185185185185,0.0158730158730159,0,0,0
"17",22,18,0.0185185185185185,0.0185185185185185,0.0158730158730159,0,0,0
"17",23,18,0.0185185185185185,0.0740740740740741,0.0158730158730159,0,0,0
"17",24,18,0.0185185185185185,0.037037037037037,0.0158730158730159,0,0,0
"17",25,18,0.0185185185185185,0.0555555555555556,0.0158730158730159,0,0,0
"17",26,18,0.0185185185185185,0.0185185185185185,0.0158730158730159,0,0,0
"17",27,18,0.0185185185185185,0.037037037037037,0.0158730158730159,0,0,0
"17",28,18,0.0185185185185185,0.0740740740740741,0.0158730158730159,0,0,0
"17",29,18,0.0185185185185185,0.0740740740740741,0.0158730158730159,0,0,0
"17",30,18,0.0185185185185185,0,0.0158730158730159,0,0,0
"18",1,19,0.037037037037037,0,0.00952380952380952,0,0,0
"18",2,19,0.037037037037037,0,0.00952380952380952,0,0,0
"18",3,19,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"18",4,19,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"18",5,19,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"18",6,19,0.037037037037037,0,0.00952380952380952,0,0,0
"18",7,19,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"18",8,19,0.037037037037037,0,0.00952380952380952,0,0,0
"18",9,19,0.037037037037037,0,0.00952380952380952,0,0,0
"18",10,19,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"18",11,19,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"18",12,19,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"18",13,19,0.037037037037037,0,0.00952380952380952,0,0,0
"18",14,19,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"18",15,19,0.037037037037037,0,0.00952380952380952,0,0,0
"18",16,19,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"18",17,19,0.037037037037037,0,0.00952380952380952,0,0,0
"18",18,19,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"18",19,19,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"18",20,19,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"18",21,19,0.037037037037037,0,0.00952380952380952,0,0,0
"18",22,19,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"18",23,19,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"18",24,19,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"18",25,19,0.037037037037037,0.0555555555555556,0.00952380952380952,0,0,0
"18",26,19,0.037037037037037,0,0.00952380952380952,0,0,0
"18",27,19,0.037037037037037,0,0.00952380952380952,0,0,0
"18",28,19,0.037037037037037,0.0555555555555556,0.00952380952380952,0,0,0
"18",29,19,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"18",30,19,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"19",1,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",2,20,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"19",3,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",4,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",5,20,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"19",6,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",7,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",8,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",9,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",10,20,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"19",11,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",12,20,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"19",13,20,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"19",14,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",15,20,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"19",16,20,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"19",17,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",18,20,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"19",19,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",20,20,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"19",21,20,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"19",22,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",23,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",24,20,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"19",25,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",26,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",27,20,0.037037037037037,0.0185185185185185,0.00952380952380952,0,0,0
"19",28,20,0.037037037037037,0,0.00952380952380952,0,0,0
"19",29,20,0.037037037037037,0.037037037037037,0.00952380952380952,0,0,0
"19",30,20,0.037037037037037,0,0.00952380952380952,0,0,0
"20",1,21,0,0,0,0,0,0
"20",2,21,0,0,0,0,0,0
"20",3,21,0,0,0,0,0,0
"20",4,21,0,0.0185185185185185,0,0,0,0
"20",5,21,0,0,0,0,0,0
"20",6,21,0,0.0185185185185185,0,0,0,0
"20",7,21,0,0,0,0,0,0
"20",8,21,0,0,0,0,0,0
"20",9,21,0,0,0,0,0,0
"20",10,21,0,0.0185185185185185,0,0,0,0
"20",11,21,0,0,0,0,0,0
"20",12,21,0,0,0,0,0,0
"20",13,21,0,0.0185185185185185,0,0,0,0
"20",14,21,0,0,0,0,0,0
"20",15,21,0,0,0,0,0,0
"20",16,21,0,0,0,0,0,0
"20",17,21,0,0.037037037037037,0,0,0,0
"20",18,21,0,0,0,0,0,0
"20",19,21,0,0,0,0,0,0
"20",20,21,0,0,0,0,0,0
"20",21,21,0,0,0,0,0,0
"20",22,21,0,0.0185185185185185,0,0,0,0
"20",23,21,0,0.0185185185185185,0,0,0,0
"20",24,21,0,0,0,0,0,0
"20",25,21,0,0,0,0,0,0
"20",26,21,0,0,0,0,0,0
"20",27,21,0,0.0185185185185185,0,0,0,0
"20",28,21,0,0,0,0,0,0
"20",29,21,0,0,0,0,0,0
"20",30,21,0,0,0,0,0,0
"21",1,22,0.037037037037037,0,0,0,0,0
"21",2,22,0.037037037037037,0,0,0,0,0
"21",3,22,0.037037037037037,0,0,0,0,0
"21",4,22,0.037037037037037,0,0,0,0,0
"21",5,22,0.037037037037037,0,0,0,0,0
"21",6,22,0.037037037037037,0,0,0,0,0
"21",7,22,0.037037037037037,0,0,0,0,0
"21",8,22,0.037037037037037,0,0,0,0,0
"21",9,22,0.037037037037037,0,0,0,0,0
"21",10,22,0.037037037037037,0,0,0,0,0
"21",11,22,0.037037037037037,0,0,0,0,0
"21",12,22,0.037037037037037,0,0,0,0,0
"21",13,22,0.037037037037037,0,0,0,0,0
"21",14,22,0.037037037037037,0,0,0,0,0
"21",15,22,0.037037037037037,0,0,0,0,0
"21",16,22,0.037037037037037,0,0,0,0,0
"21",17,22,0.037037037037037,0,0,0,0,0
"21",18,22,0.037037037037037,0,0,0,0,0
"21",19,22,0.037037037037037,0,0,0,0,0
"21",20,22,0.037037037037037,0,0,0,0,0
"21",21,22,0.037037037037037,0.0185185185185185,0,0,0,0
"21",22,22,0.037037037037037,0,0,0,0,0
"21",23,22,0.037037037037037,0,0,0,0,0
"21",24,22,0.037037037037037,0,0,0,0,0
"21",25,22,0.037037037037037,0,0,0,0,0
"21",26,22,0.037037037037037,0,0,0,0,0
"21",27,22,0.037037037037037,0,0,0,0,0
"21",28,22,0.037037037037037,0.0185185185185185,0,0,0,0
"21",29,22,0.037037037037037,0,0,0,0,0
"21",30,22,0.037037037037037,0,0,0,0,0
"22",1,23,0.0555555555555556,0,0,0,0,0
"22",2,23,0.0555555555555556,0,0,0,0,0
"22",3,23,0.0555555555555556,0,0,0,0,0
"22",4,23,0.0555555555555556,0,0,0,0,0
"22",5,23,0.0555555555555556,0,0,0,0,0
"22",6,23,0.0555555555555556,0,0,0,0,0
"22",7,23,0.0555555555555556,0,0,0,0,0
"22",8,23,0.0555555555555556,0,0,0,0,0
"22",9,23,0.0555555555555556,0,0,0,0,0
"22",10,23,0.0555555555555556,0,0,0,0,0
"22",11,23,0.0555555555555556,0,0,0,0,0
"22",12,23,0.0555555555555556,0,0,0,0,0
"22",13,23,0.0555555555555556,0,0,0,0,0
"22",14,23,0.0555555555555556,0,0,0,0,0
"22",15,23,0.0555555555555556,0,0,0,0,0
"22",16,23,0.0555555555555556,0,0,0,0,0
"22",17,23,0.0555555555555556,0,0,0,0,0
"22",18,23,0.0555555555555556,0,0,0,0,0
"22",19,23,0.0555555555555556,0,0,0,0,0
"22",20,23,0.0555555555555556,0,0,0,0,0
"22",21,23,0.0555555555555556,0,0,0,0,0
"22",22,23,0.0555555555555556,0,0,0,0,0
"22",23,23,0.0555555555555556,0,0,0,0,0
"22",24,23,0.0555555555555556,0,0,0,0,0
"22",25,23,0.0555555555555556,0,0,0,0,0
"22",26,23,0.0555555555555556,0,0,0,0,0
"22",27,23,0.0555555555555556,0,0,0,0,0
"22",28,23,0.0555555555555556,0,0,0,0,0
